"stnid","stname","lat","lon","address","city","state"
"947640-99999","PARRAMATTA NORTH",-33.8,151.017,"67, Bellevue Street, North Parramatta, Sydney, City of Parramatta Council, New South Wales, 2151, Australia","Bellevue Street","New South Wales"
"947650-99999","SYDNEY BANKSTOWN",-33.924,150.988,"Bankstown Airport, Investigator Avenue, Yagoona, Sydney, Canterbury-Bankstown Council, New South Wales, 2199, Australia","Bankstown Airport","New South Wales"
"947660-99999","CANTERBURY RACECOURSE",-33.9,151.117,"31, Lasswade Street, Ashbury, Inner West, Sydney, Canterbury-Bankstown Council, New South Wales, 2193, Australia","Lasswade Street","New South Wales"
"947670-99999","SYDNEY INTL",-33.946,151.177,"General Holmes Drive, Mascot, Sydney, Bayside Council, New South Wales, 2020, Australia","General Holmes Drive","New South Wales"
"947680-99999","SYDNEY (OBSERVATORY HILL)",-33.85,151.2,"Barney's Cut, Sydney, Unincorporated New South Wales, New South Wales, 2061, Australia","Barney's Cut","New South Wales"
"947690-99999","FORT DENISON",-33.85,151.217,"Upper Pitt Street, Kirribilli, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2061, Australia","Upper Pitt Street","New South Wales"
"947720-99999","GUYRA HOSPITAL",-30.217,151.683,"Georges Close, Guyra, Armidale Regional Council, New South Wales, 2365, Australia","Georges Close","New South Wales"
"947730-99999","ARMIDALE (TREE GROUP NURSERY)",-30.533,151.667,"18, Dangarsleigh Road, South Hill, Armidale, Armidale Regional Council, New South Wales, 2350, Australia","Dangarsleigh Road","New South Wales"
"947740-99999","NEWCASTLE NOBBYS SIGNAL STATION",-32.917,151.783,"Little Maitland Street, Stockton, Newcastle, Newcastle-Maitland, City of Newcastle, New South Wales, 2295, Australia","Little Maitland Street","New South Wales"
"947750-99999","TOCAL AWS",-32.633,151.583,"Tocal, Dungog Shire Council, New South Wales, 2421, Australia","Tocal","New South Wales"
"947760-99999","WILLIAMTOWN",-32.795,151.834,"Williamtown, Port Stephens Council, New South Wales, 2318, Australia","Williamtown","New South Wales"
"947800-99999","LITTLE BAY (THE COAST GOLF CLUB)",-33.983,151.25,"The Coast Golf Club, 1, Coast Hospital Road, Little Bay, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2036, Australia","The Coast Golf Club","New South Wales"
"947810-99999","NEWCASTLE UNIVERSITY",-32.9,151.7,"Andrew Close, North Lambton, Newcastle, Newcastle-Maitland, City of Newcastle, New South Wales, 2299, Australia","Andrew Close","New South Wales"
"947820-99999","GOSFORD AWS",-33.433,151.367,"Springfield Road, Springfield, Gosford, Central Coast Council, New South Wales, 2250, Australia","Springfield Road","New South Wales"
"947830-99999","YARRAS MOUNT SEAVIEW",-31.383,152.25,"Careys Road, Mount Seaview, Port Macquarie-Hastings Council, New South Wales, 2446, Australia","Careys Road","New South Wales"
"947850-99999","KEMPSEY AIRPORT AWS",-31.067,152.767,"Kempsey Airport, Airport Road, Aldavilla, Kempsey Shire Council, New South Wales, 2440, Australia","Kempsey Airport","New South Wales"
"947860-99999","PORT MACQUARIE AIRPORT AWS",-31.433,152.85,"Fernbank Creek, Port Macquarie-Hastings Council, New South Wales, 2444, Australia","Fernbank Creek","New South Wales"
"947890-99999","DORRIGO OLD CORAMBA RD",-30.35,152.717,"Waterfall Way, Dorrigo, Bellingen Shire Council, New South Wales, 2453, Australia","Waterfall Way","New South Wales"
"947900-99999","SMOKY CAPE LIGHTHOUSE",-30.917,153.083,"Jack Perkins Walking Track, Arakoon, Kempsey Shire Council, New South Wales, 2431, Australia","Jack Perkins Walking Track","New South Wales"
"947910-99999","COFFS HARBOUR",-30.321,153.116,"Coffs Harbour Regional Airport, Doug Knight Drive, Coffs Harbour, Coffs Harbour City Council, New South Wales, 2450, Australia","Coffs Harbour Regional Airport","New South Wales"
"947920-99999","WOOLBROOK DANGLEMAH ROAD",-30.967,151.35,"Woolbrook Road, Woolbrook, Walcha Council, New South Wales, Australia","Woolbrook Road","New South Wales"
"948010-99999","ALBANY",-35.033,117.883,"Toll Place, Albany, City Of Albany, Western Australia, 6330, Australia","Toll Place","Western Australia"
"948020-99999","ALBANY AIRPORT",-34.941,117.802,"Albany Highway, Drome, Albany, City Of Albany, Western Australia, Australia","Albany Highway","Western Australia"
"948040-99999","NEPTUNE ISLAND",-35.333,136.117,"South Australia, Australia","South Australia","South Australia"
"948060-99999","MOUNT BARKER",-35.067,138.85,"Mount Barker, Mount Barker District Council, South Australia, 5251, Australia","Mount Barker","South Australia"
"948070-99999","PARDANA CFS AWS",-35.8,137.25,"Seddon, Kangaroo Island Council, South Australia, 5223, Australia","Seddon","South Australia"
"948080-99999","NOARLUNGA",-35.167,138.5,"Coast to Vines Rail Trail, Noarlunga Downs, Adelaide, City of Onkaparinga, South Australia, 5168, Australia","Coast to Vines Rail Trail","South Australia"
"948090-99999","EDITHBURGH AWS",-35.117,137.733,"Wattle Point Road, Sultana Point, Yorke Peninsula Council, South Australia, 5583, Australia","Wattle Point Road","South Australia"
"948110-99999","SECOND VALLEY FOREST",-35.567,138.283,"Range Road, Parawa, Second Valley, The District Council of Yankalilla, South Australia, 5204, Australia","Range Road","South Australia"
"948120-99999","ROBE",-37.167,139.75,"Robe Golf Course, 129, Morphett Street, Robe, District Council of Robe, South Australia, 5276, Australia","Robe Golf Course","South Australia"
"948130-99999","THE LIMESTONE",-36.967,139.717,"Redmans Road, Cape Jaffa, Kingston District Council, South Australia, 5275, Australia","Redmans Road","South Australia"
"948140-99999","STRATHALBYN RACECOURSE",-35.283,138.9,"Riverside Road, Strathalbyn, Alexandrina Council, South Australia, 5255, Australia","Riverside Road","South Australia"
"948160-99999","KEITH",-36.1,140.35,"Keith Area School, Tolmer Terrace, Keith, Tatiara District Council, South Australia, 5267, Australia","Keith Area School","South Australia"
"948170-99999","COONAWARRA",-37.3,140.817,"Penola - Coonawarra Rail Trail, Coonawarra, Wattle Range Council, South Australia, 5277, Australia","Penola - Coonawarra Rail Trail","South Australia"
"948200-99999","NARACOORTE AERODROME",-36.983,140.733,"Limestone Coast Remote Control Motor Car Club, Doolans Road, Naracoorte, Naracoorte Lucindale Council, South Australia, 5271, Australia","Limestone Coast Remote Control Motor Car Club","South Australia"
"948210-99999","MOUNT GAMBIER AERO",-37.733,140.783,"Airport Road, Wandilo, The District Council of Grant, South Australia, 5291, Australia","Airport Road","South Australia"
"948220-99999","CAPE WILLOUGHBY",-35.85,138.133,"South Australia, Australia","South Australia","South Australia"
"948260-99999","CAPE NELSON LIGHTHOUSE",-38.433,141.55,"Great South West Walk, Portland West, Shire of Glenelg, Victoria, 3305, Australia","Great South West Walk","Victoria"
"948270-99999","NHILL AERODROME",-36.317,141.633,"Nhill, Shire of Hindmarsh, Victoria, 3418, Australia","Nhill","Victoria"
"948280-99999","PORTLAND CASHMORE AIRPORT",-38.317,141.467,"Portland Airport, 1260, Bridgewater Lakes Road, Cashmore, Shire of Glenelg, Victoria, 3305, Australia","Portland Airport","Victoria"
"948290-99999","HAMILTON AIRPORT",-37.65,142.067,"Menzels Road, Hensley Park, Shire of Southern Grampians, Victoria, 3301, Australia","Menzels Road","Victoria"
"948300-99999","PORT FAIRY AWS",-38.4,142.233,"Anna Catherine Reserve, Victoria, 3284, Australia","Anna Catherine Reserve","Victoria"
"948310-99999","OUYEN",-35.067,142.317,"68, Rowe Street, Ouyen, Rural City of Mildura, Victoria, 3490, Australia","Rowe Street","Victoria"
"948330-99999","MOUNT WILLIAM",-37.3,142.6,"Grampians Peaks Trail, Pomonal, Rural City of Ararat, Victoria, 3379, Australia","Grampians Peaks Trail","Victoria"
"948340-99999","ARARAT PRISON",-37.283,142.983,"Greenhill Gym, Main Street, Ararat, Rural City of Ararat, Victoria, 3377, Australia","Greenhill Gym","Victoria"
"948350-99999","BEN NEVIS",-37.233,143.2,"Cowan Track, Mount Cole, Rural City of Ararat, Victoria, 3377, Australia","Cowan Track","Victoria"
"948360-99999","STAWELL AERODROME",-37.067,142.733,"46, Zalas Road, Stawell, Shire of Northern Grampians, Victoria, 3380, Australia","Zalas Road","Victoria"
"948370-99999","WARRNAMBOOL AIRPORT NDB",-38.283,142.45,"Parkinson's Lane, Yarpturk, Mailors Flat, Shire of Moyne, Victoria, 3275, Australia","Parkinson's Lane","Victoria"
"948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
"948390-99999","CHARLTON",-36.283,143.35,"Back St. Arnaud Road, Charlton, Shire of Buloke, Victoria, 3525, Australia","Back St. Arnaud Road","Victoria"
"948400-99999","MORTLAKE RACECOURSE",-38.067,142.767,"Connewarren Lane, Mortlake, Shire of Moyne, Victoria, 3272, Australia","Connewarren Lane","Victoria"
"948420-99999","CAPE OTWAY LIGHTHOUSE",-38.85,143.517,"Great Ocean Walk, Hordern Vale, Shire of Colac Otway, Victoria, 3238, Australia","Great Ocean Walk","Victoria"
"948430-99999","SWAN HILL AERODROME",-35.383,143.533,"Swan Hill Airport, Back Boga Road, Castle Donnington, Swan Hill, Rural City of Swan Hill, Victoria, 3585, Australia","Swan Hill Airport","Victoria"
"948440-99999","KERANG",-35.733,143.917,"49, Scoresby Street, Kerang, Shire of Gannawarra, Victoria, 3579, Australia","Scoresby Street","Victoria"
"948460-99999","AIREYS INLET",-38.45,144.1,"1-3, Luggs Road, Aireys Inlet, Surf Coast Shire, Victoria, 3231, Australia","1-3","Victoria"
"948470-99999","POINT WILSON",-38.1,144.533,"Victoria, Australia","Victoria","Victoria"
"948490-99999","MARYBOROUGH",-37.05,143.733,"36, High Street, Maryborough, Shire of Central Goldfields, Victoria, 3465, Australia","High Street","Victoria"
"948500-99999","KING ISLAND AIRPORT",-39.883,143.883,"King Island Airport, Morrison Avenue, Loorana, King Island Council, Tasmania, 7256, Australia","King Island Airport","Tasmania"
"948520-99999","BALLARAT AERODROME",-37.517,143.783,"5B, Airport Road, Mitchell Park, Ballarat, City of Ballarat, Victoria, 3355, Australia","5B","Victoria"
"948530-99999","SOUTH CHANNEL IS.",-38.3,144.8,"Victoria, Australia","Victoria","Victoria"
"948540-99999","AVALON  AIRPORT",-38.033,144.467,"Avalon, City of Greater Geelong, Victoria, 3212, Australia","Avalon","Victoria"
"948550-99999","BENDIGO AIRPORT AWS",-36.733,144.317,"100, Rohs Road, East Bendigo, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia","Rohs Road","Victoria"
"948560-99999","PUCKAPUNYAL WEST",-38.083,144.333,"39, Haugh Street, Lovely Banks, Geelong, City of Greater Geelong, Victoria, 3213, Australia","Haugh Street","Victoria"
"948570-99999","GEELONG RACECOURSE",-38.167,144.367,"3-5, Crown Street, South Geelong, Geelong, City of Greater Geelong, Victoria, 3220, Australia","3-5","Victoria"
"948590-99999","REDESDALE",-37.017,144.533,"39, Old Ford Road, Redesdale, City of Greater Bendigo, Victoria, 3444, Australia","Old Ford Road","Victoria"
"948600-99999","KILMORE GAP",-37.383,144.967,"Old Sydney Road, Wallan, Shire of Mitchell, Victoria, 3756, Australia","Old Sydney Road","Victoria"
"948610-99999","ECHUCA AERODROME",-36.15,144.767,"1, Denmark Road, Echuca, Shire of Campaspe, Victoria, 3564, Australia","Denmark Road","Victoria"
"948620-99999","YARRAWONGA",-36.017,146.033,"Botts Road, Yarrawonga, Shire of Moira, Victoria, 3730, Australia","Botts Road","Victoria"
"948630-99999","SHEOAKS AWS",-37.9,144.117,"Sharp Road, Meredith, Golden Plains Shire, Victoria, 3333, Australia","Sharp Road","Victoria"
"948640-99999","MELBOURNE ESSENDON",-37.728,144.902,"Essendon Fields Airport, 72, Hargrave Avenue, Essendon Fields, Melbourne, City of Moonee Valley, Victoria, 3041, Australia","Essendon Fields Airport","Victoria"
"948650-99999","LAVERTON RAAF",-37.867,144.75,"Woodbury Street, Williams Landing, Melbourne, City of Wyndham, Victoria, 3027, Australia","Woodbury Street","Victoria"
"948660-99999","MELBOURNE INTL",-37.673,144.843,"Apron Services Road, Melbourne Airport, Melbourne, City of Hume, Victoria, 3045, Australia","Apron Services Road","Victoria"
"948700-99999","MELBOURNE MOORABBIN",-37.976,145.102,"Moorabbin Airport, 66, Bundora Parade, Mentone, Melbourne, City of Kingston, Victoria, 3194, Australia","Moorabbin Airport","Victoria"
"948710-99999","FRANKSTON AWS",-38.15,145.117,"9, Williams Street, Frankston, Melbourne, City of Frankston, Victoria, 3199, Australia","Williams Street","Victoria"
"948720-99999","FERNY CREEK",-37.867,145.333,"Stewart Track, Ferny Creek, Melbourne, Shire of Yarra Ranges, Victoria, 3786, Australia","Stewart Track","Victoria"
"948731-99999","PUCKAPUNYAL LYON HILL (DEFENCE)",-36.94,145.05,"Puckapunyal, Shire of Mitchell, Victoria, 3662, Australia","Puckapunyal","Victoria"
"948740-99999","MANGALORE AIRPORT",-36.883,145.183,"Willis Road, Avenel, Shire of Strathbogie, Victoria, 3664, Australia","Willis Road","Victoria"
"948750-99999","SHEPPARTON AIRPORT",-36.433,145.4,"53, Sanctuary Drive, Kialla, City of Greater Shepparton, Victoria, 3631, Australia","Sanctuary Drive","Victoria"
"948760-99999","FRANKSTON (BALLAM PARK)",-35.667,145.617,"Plumptons Road, Finley, Berrigan Shire Council, New South Wales, 2713, Australia","Plumptons Road","New South Wales"
"948770-99999","TOCUMWAL AIRPORT",-35.817,145.6,"Babingtons Road, Tocumwal, Berrigan Shire Council, New South Wales, 2714, Australia","Babingtons Road","New South Wales"
"948780-99999","HUNTERS HILL",-36.217,147.533,"Avondale Road, Shelley, Shire of Towong, Victoria, 3701, Australia","Avondale Road","Victoria"
"948790-99999","CRANBOURNE BOTANIC GARDENS",-38.133,145.267,"Boundary Track, Kingbird, Cranbourne, Melbourne, City of Casey, Victoria, 3977, Australia","Boundary Track","Victoria"
"948810-99999","EILDON FIRE TOWER",-37.217,145.833,"Devils River, Shire of Murrindindi, Victoria, 3714, Australia","Devils River","Victoria"
"948820-99999","LAKE EILDON",-37.233,145.917,"Eildon Road, Eildon, Shire of Murrindindi, Victoria, 3713, Australia","Eildon Road","Victoria"
"948840-99999","BENALLA (SHADFORTH STREET)",-36.55,145.967,"1, Harold Street, Benalla, Rural City of Benalla, Victoria, 3672, Australia","Harold Street","Victoria"
"948860-99999","POUND CREEK",-38.633,145.811,"682, Inverloch-Venus Bay Road, Pound Creek, Inverloch, Bass Coast Shire, Victoria, 3996, Australia","Inverloch-Venus Bay Road","Victoria"
"948880-99999","DARTMOUTH RESERVOIR",-36.533,147.5,"Horsfall Road, Dartmouth, Shire of Towong, Victoria, 3701, Australia","Horsfall Road","Victoria"
"948890-99999","WANGARATTA AERO",-36.417,146.3,"Brian Higgins Drive, Laceby, Rural City of Wangaratta, Victoria, 3678, Australia","Brian Higgins Drive","Victoria"
"948900-99999","GUNDAGAI",-35.05,148.1,"O'Hagan Street, Gundagai, Cootamundra-Gundagai Regional Council, New South Wales, 2722, Australia","O'Hagan Street","New South Wales"
"948910-99999","LATROBE VALLEY AIRPORT",-38.217,146.467,"Village Avenue, Traralgon, City of Latrobe, Victoria, 3844, Australia","Village Avenue","Victoria"
"948920-99999","RHYLL (AWS)",-38.45,145.3,"Lady Nelson Point, Victoria, 3923, Australia","Lady Nelson Point","Victoria"
"948930-99999","WILSONS PROMONTORY LIGHTHOUSE",-39.117,146.417,"Waterloo Bay-South East Point Walking Track, Wilsons Promontory, Shire of South Gippsland, Victoria, 3960, Australia","Waterloo Bay-South East Point Walking Track","Victoria"
"948940-99999","MOUNT BULLER AWS",-37.15,146.433,"Summit Nature Walk, Mt Buller Village, Mount Buller, Mount Buller Alpine Resort, Victoria, Australia","Summit Nature Walk","Victoria"
"948955-99999","AVALON",-38.039,144.469,"Avalon Airport, 80, Volpini Court, Avalon, City of Greater Geelong, Victoria, 3212, Australia","Avalon Airport","Victoria"
"948960-99999","ALBURY",-36.068,146.958,"Uiver Road, Thurgoona, Albury, Albury City Council, New South Wales, 2640, Australia","Uiver Road","New South Wales"
"948980-99999","CERBERUS AWS",-38.35,145.167,"4, Hendersons Road, Bittern, Melbourne, Shire of Mornington Peninsula, Victoria, 3918, Australia","Hendersons Road","Victoria"
"948990-99999","CORRYONG (PARISH LANE)",-36.2,147.883,"Mt Mittamatite Caravan Park, Murray Valley Highway, Corryong, Shire of Towong, Victoria, 3707, Australia","Mt Mittamatite Caravan Park","Victoria"
"949010-99999","HUME RESERVOIR",-36.1,147.033,"Trout Farm Road, Lake Hume Village, Albury, Albury City Council, New South Wales, 3691, Australia","Trout Farm Road","New South Wales"
"949030-99999","FALLS CREEK AWS",-36.867,147.267,"Home and Away Trail, Falls Creek, Falls Creek Alpine Resort, Victoria, 3699, Australia","Home and Away Trail","Victoria"
"949050-99999","MT HOTHAM AIRPORT",-37.05,147.333,"Mount Hotham Airport Road, Cobungra, Alpine Shire, Victoria, 3898, Australia","Mount Hotham Airport Road","Victoria"
"949060-99999","MOUNT HOTHAM",-36.967,147.133,"The Cross, Hotham Village, Mount Hotham Alpine Resort, Victoria, Australia","The Cross","Victoria"
"949070-99999","EAST SALE",-38.099,147.149,"Cobains Road, Cobains, Shire of Wellington, Victoria, 3851, Australia","Cobains Road","Victoria"
"949080-99999","OMEO",-37.1,147.6,"9425, Great Alpine Road, Omeo, Shire of East Gippsland, Victoria, 3898, Australia","Great Alpine Road","Victoria"
"949090-99999","BURRINJUCK DAM",-35,148.6,"Burrinjuck Road, Burrinjuck, Yass Valley Council, New South Wales, 2582, Australia","Burrinjuck Road","New South Wales"
"949100-99999","WAGGA WAGGA",-35.165,147.466,"Wagga Wagga  Airport, Barker Street, Forest Hill, Wagga Wagga City Council, New South Wales, 2651, Australia","Wagga Wagga  Airport","New South Wales"
"949110-99999","YANAKIE",-38.8,146.2,"Paterson Road, Yanakie, Shire of South Gippsland, Victoria, 3960, Australia","Paterson Road","Victoria"
"949120-99999","BAIRNSDALE AIRPORT",-37.883,147.567,"Bairnsdale Airport, Aerodrome Road, Forge Creek, Bairnsdale, Shire of East Gippsland, Victoria, 3875, Australia","Bairnsdale Airport","Victoria"
"949130-99999","GELANTIPY",-37.217,148.267,"3900, Gelantipy Road, Gelantipy, Shire of East Gippsland, Victoria, 3885, Australia","Gelantipy Road","Victoria"
"949140-99999","COMBIENBAR",-37.333,149.017,"Hensleigh Creek Road, Combienbar, Shire of East Gippsland, Victoria, 3889, Australia","Hensleigh Creek Road","Victoria"
"949150-99999","PERISHER VALLEY AWS",-36.4,148.4,"Perisher Quad Express Mid Station, Front Valley Park Hike, Perisher Valley, Snowy Monaro Regional Council, New South Wales, 2624, Australia","Perisher Quad Express Mid Station","New South Wales"
"949180-99999","TUMBARUMBA POST OFFICE",-35.767,148,"Mate Street, Tumbarumba, Snowy Valleys Council, New South Wales, 2653, Australia","Mate Street","New South Wales"
"949190-99999","KHANCOBAN",-36.233,148.133,"M2 Power Station Road, Khancoban, Snowy Valleys Council, New South Wales, 2642, Australia","M2 Power Station Road","New South Wales"
"949210-99999","COOMA AIRPORT AWS",-36.3,148.967,"Coolringdon, Snowy Monaro Regional Council, New South Wales, 2630, Australia","Coolringdon","New South Wales"
"949230-99999","COOMA VISITORS CENTRE",-36.233,149.117,"Kerwan Street, Cooma, Snowy Monaro Regional Council, New South Wales, 2630, Australia","Kerwan Street","New South Wales"
"949250-99999","TUGGERANONG ISABELLA PLAINS",-35.417,149.1,"Barraclough Crescent, Monash, District of Tuggeranong, Australian Capital Territory, 2904, Australia","Barraclough Crescent","Australian Capital Territory"
"949260-99999","CANBERRA",-35.307,149.195,"Canberra Airport, Malcolm Vale Road, Canberra, Australian Capital Territory, 2609, Australia","Canberra Airport","Australian Capital Territory"
"949270-99999","BRAIDWOOD RACECOURSE AWS",-35.433,149.783,"Glenmore Road, Braidwood, Queanbeyan-Palerang Regional Council, New South Wales, 2622, Australia","Glenmore Road","New South Wales"
"949280-99999","BOMBALA (THREEY STREET)",-36.917,149.233,"Bombala Public School, 8, Bright Street, Bombala, Snowy Monaro Regional Council, New South Wales, 2632, Australia","Bombala Public School","New South Wales"
"949290-99999","BOMBALA AWS",-37,149.233,"Monaro Highway, Maharatta, Lords Hill, Snowy Monaro Regional Council, New South Wales, 2632, Australia","Monaro Highway","New South Wales"
"949300-99999","MT NOWA NOWA",-37.7,148.083,"Gorge Road, Nowa Nowa, Shire of East Gippsland, Victoria, 3887, Australia","Gorge Road","Victoria"
"949330-99999","GABO ISLAND LIGHTHOUSE",-37.567,149.9,"Victoria, Australia","Victoria","Victoria"
"949340-99999","GREEN CAPE AWS",-37.25,150.05,"New South Wales, Australia","New South Wales","New South Wales"
"949350-99999","MALLACOOTA",-37.6,149.733,"Fishermans Track, Mallacoota, Shire of East Gippsland, Victoria, 3892, Australia","Fishermans Track","Victoria"
"949370-99999","MORUYA HEADS PILOT STATION",-35.917,150.15,"South Head Road, Mynora, Moruya Heads, Eurobodalla Shire Council, New South Wales, 2537, Australia","South Head Road","New South Wales"
"949380-99999","ULLADULLA AWS",-35.35,150.483,"Dolphin Street, Ulladulla, Shoalhaven City Council, New South Wales, 2539, Australia","Dolphin Street","New South Wales"
"949390-99999","MONTAGUE ISLAND LIGHHOUSE",-36.25,150.217,"New South Wales, Australia","New South Wales","New South Wales"
"949410-99999","BATEMANS BAY (CATALINA COUNTRY CLUB)",-35.733,150.183,"Vista Avenue, Catalina, Eurobodalla Shire Council, New South Wales, 2536, Australia","Vista Avenue","New South Wales"
"949430-99999","NERRIGA AWS",-35.117,150.083,"Nerriga Road, Nerriga, Queanbeyan-Palerang Regional Council, New South Wales, 2622, Australia","Nerriga Road","New South Wales"
"949490-99999","HOGAN ISLAND",-39.217,146.983,"Flinders Council, Tasmania, Australia","Flinders Council","Tasmania"
"949500-99999","MARRAWAH",-40.917,144.7,"Harcus River Road, Marrawah, Circular Head, Tasmania, 7330, Australia","Harcus River Road","Tasmania"
"949510-99999","DUNALLEY (STROUD POINT)",-42.9,147.783,"Dunalley, Sorell, Tasmania, 7177, Australia","Dunalley","Tasmania"
"949530-99999","SMITHTON AERODROME",-40.833,145.083,"Smithton Airport, Mella Road, Broadmeadows, Smithton, Circular Head, Tasmania, 7330, Australia","Smithton Airport","Tasmania"
"949540-99999","CAPE GRIM BAPS",-40.667,144.683,"Tasmania, Australia","Tasmania","Tasmania"
"949550-99999","SHEFFIELD SCHOOL FARM",-41.383,146.317,"West Kentish Road, Sheffield, Kentish, Tasmania, 7306, Australia","West Kentish Road","Tasmania"
"949560-99999","STRAHAN AERODROME",-42.15,145.283,"Ocean Beach Road, Strahan, West Coast, Tasmania, 7468, Australia","Ocean Beach Road","Tasmania"
"949570-99999","OUSE FIRE STATION",-42.483,146.717,"Ouse Golf Course, Tor Hill Road, Ouse, Central Highlands, Tasmania, 7140, Australia","Ouse Golf Course","Tasmania"
"949590-99999","BUTLERS GORGE",-42.283,146.283,"Central Highlands, Tasmania, Australia","Central Highlands","Tasmania"
"949600-99999","TUNNAK FIRE STATION",-42.45,147.467,"Tunnack Road, Baden, Parattah, Southern Midlands, Tasmania, 7120, Australia","Tunnack Road","Tasmania"
"949610-99999","DOVER",-43.317,147.017,"Bay View Road, Dover, Huon Valley, Tasmania, 7117, Australia","Bay View Road","Tasmania"
"949620-99999","MAATSUYKER ISLAND LIGHTHOUSE",-43.65,146.267,"Tasmania, Australia","Tasmania","Tasmania"
"949630-99999","MAYDENA POST OFFICE",-42.75,146.617,"Junee Road, Maydena, Derwent Valley, Tasmania, 7140, Australia","Junee Road","Tasmania"
"949640-99999","BUSHY PARK (BUSHY PARK ESTATES)",-42.717,146.9,"Glenora Road, Bushy Park, Derwent Valley, Tasmania, 7140, Australia","Glenora Road","Tasmania"
"949670-99999","CAPE BRUNY LIGHTHOUSE",-43.5,147.15,"Tasmania, Australia","Tasmania","Tasmania"
"949680-99999","LAUNCESTON",-41.545,147.214,"Launceston Airport, 201, Evandale Road, Western Junction, Northern Midlands, Tasmania, 7212, Australia","Launceston Airport","Tasmania"
"949690-99999","LAUNCESTON (TI TREE BEND)",-41.417,147.117,"West Tamar Trail, Trevallyn, Launceston, West Tamar, Tasmania, 7248, Australia","West Tamar Trail","Tasmania"
"949700-99999","HOBART (ELLERSLIE ROAD)",-42.883,147.333,"Mawson Place, Hobart, City of Hobart, Tasmania, 7000, Australia","Mawson Place","Tasmania"
"949710-99999","MELTON MOWBRAY (NORTH STOCKMAN)",-42.5,147.2,"Kempton, Southern Midlands, Tasmania, 7030, Australia","Kempton","Tasmania"
"949720-99999","SCOTTSDALE ( WEST MINSTONE ROAD)",-41.167,147.483,"Scottsdale, Dorset, Tasmania, 7260, Australia","Scottsdale","Tasmania"
"949740-99999","CAPE SORELL",-42.199,145.17,"Lighthouse Cape Sorell, Macquarie Heads, West Coast, Tasmania, Australia","Lighthouse Cape Sorell","Tasmania"
"949750-99999","HOBART",-42.836,147.51,"Hobart Airport, 6, Hinkler Road, Cambridge, Hobart, City of Clarence, Tasmania, 7170, Australia","Hobart Airport","Tasmania"
"949760-99999","LAKE ST. CLAIR (NATIONAL PARK)",-42.117,146.167,"Mount Rufus Circuit, Watersmeet, Lake St Clair, Central Highlands, Tasmania, Australia","Mount Rufus Circuit","Tasmania"
"949770-99999","HARTZ MOUNTAINS",-43.2,146.767,"Keoghs Pimple Track, Huon Valley, Tasmania, Australia","Keoghs Pimple Track","Tasmania"
"949790-99999","LAKE LEAKE (ELIZABETH RIVER)",-42,147.783,"Lake Leake, Northern Midlands, Tasmania, 7210, Australia","Lake Leake","Tasmania"
"949800-99999","FLINDERS ISLAND AIRPORT",-40.1,148,"Whitemark, Flinders Council, Tasmania, 7255, Australia","Whitemark","Tasmania"
"949810-99999","SWANSEA (FRANCIS ST)",-42.133,148.067,"Gordon Street, Swansea, Glamorgan-Spring Bay, Tasmania, 7190, Australia","Gordon Street","Tasmania"
"949830-99999","LARAPUNA (EDDYSTONE POINT)",-41,148.35,"Tasmania, Australia","Tasmania","Tasmania"
"949850-99999","ROSS (THE BOULEVARDS)",-42.033,147.5,"Waterloo Street, Ross, Northern Midlands, Tasmania, 7209, Australia","Waterloo Street","Tasmania"
"949870-99999","FRIENDLY BEACHES",-42,148.283,"Friendly Beaches Road, Friendly Beaches, Glamorgan-Spring Bay, Tasmania, 7215, Australia","Friendly Beaches Road","Tasmania"
"949880-99999","DENNES POINT",-43.067,147.35,"Nebraska Road, Dennes Point, Kingborough, Tasmania, 7150, Australia","Nebraska Road","Tasmania"
"949950-99999","LORD HOWE ISLAND AERO",-31.542,159.079,"Lord Howe Island Airport, Airport Road, Lord Howe Island, Unincorporated New South Wales, New South Wales, 2898, Australia","Lord Howe Island Airport","New South Wales"
"949970-99999","HEARD ISLAND (THE SPIT)",-53.1,73.717,"Oil Barrel Point, Heard Island and McDonald Islands, Australia","Oil Barrel Point","Heard Island and McDonald Islands"
"949980-99999","MACQUARIE ISLAND",-54.499,158.937,"Razorbacks Tourist Lookout Track, Huon Valley, Tasmania, Australia","Razorbacks Tourist Lookout Track","Tasmania"
"951010-99999","TRUSCOTT",-14.083,126.383,"Haul Road, Mitchell Plateau, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Haul Road","Western Australia"
"951110-99999","PORT KEATS AIRPORT",-14.25,129.533,"Nilinh, Wadeye, West Daly Region, Northern Territory, Australia","Nilinh","Northern Territory"
"951210-99999","MIDDLE POINT AWS",-12.6,131.3,"Anzac Parade, Middle Point, Litchfield Municipality, Northern Territory, 0822, Australia","Anzac Parade","Northern Territory"
"951420-99999","MANINGRIDA AERO",-12.05,134.233,"Maningrida, West Arnhem Region, Northern Territory, Australia","Maningrida","Northern Territory"
"951460-99999","NGAYAWILI",-12,135.567,"East Arnhem, East Arnhem Region, Northern Territory, 0852, Australia","East Arnhem","Northern Territory"
